lemma	pos	semantic_tags
aide	NOUN	S8+
bede	NOUN	S8+
hulpje	NOUN	S8+
vleugeladjudant	NOUN	G3/S8+/S2mf
sukkelen	VERB	B2-
mankeren	VERB	B2-
schelen	VERB	B2-
oogmerk	NOUN	X7+ M6
verluchten	VERB	B4 Q2.1
air	NOUN	O1.3 A8 W1 Q4.3 M1
leemte	NOUN	O1.3 A8 W1 Q4.3 M1
luchtzak	NOUN	O2/M3
luchtvaartuig	NOUN	M5fnc
vliegtuigbemanning	NOUN	M5/S5c
dropping	NOUN	A9-/M5
droppen	VERB	A9-/M5
domkop	NOUN	X9.1-/S2mf
luchtlandingshoofd	NOUN	X9.1-/S2mf
leeghoofd	NOUN	X9.1-/S2mf
lijnvliegtuig	NOUN	M5
druksluis	NOUN	O1
airmail	NOUN	Q1.2
vlieghaven	NOUN	M5/M7
zendruimte	NOUN	G1.1/M7
zijbeuk	NOUN	H2
gelijkaardig	ADJ	A6.1+
vlugheid	NOUN	N3.8+ X5.2+
alarmstemming	NOUN	E5- E6- Q1.1/A15- O2/T1
alarmsignaal	NOUN	E5- E6- Q1.1/A15- O2/T1
alarmkreet	NOUN	E5- E6- Q1.1/A15- O2/T1
alarmklok	NOUN	E5- E6- Q1.1/A15- O2/T1
wekker	NOUN	E5- E6- Q1.1/A15- O2/T1
beangstigen	VERB	E5- E6-
alchimist	NOUN	Y1/T1.1.1 S9/T1.1.1
alcoholicus	NOUN	F2+++/B2-/S2mf F2+++/S2mf
alcoholiste	NOUN	F2+++/B2-/S2mf F2+++/S2mf
drankzucht	NOUN	F2/B2-
alkoof	NOUN	M7
luzerne	NOUN	L3 F1/L2
buitenaards	ADJ	A6.2- M7
allochtoon	ADJ	A6.2- M7
vreemdelinge	NOUN	M7/S2mf W1/S2mf
allochtoon	NOUN	M7/S2mf W1/S2mf
alien	NOUN	M7/S2mf W1/S2mf
ruimtewezen	NOUN	M7/S2mf W1/S2mf
vluchtelinge	NOUN	M7/S2mf W1/S2mf
vervreemden	VERB	A6.1- A1.8- A2.2/E2-
vervreemden	NOUN	A6.1- A1.8- A2.2/E2-
vervreemd	NOUN	A6.1- A1.8- A2.2/E2-
vervreemding	NOUN	A6.1- A1.8- A2.2/E2-
uitstappen	VERB	L2/M5 M1 X5.2+
hetzelfde	ADJ	A6.1+
alimentatiegeld	NOUN	I1.2/G2.1
heel	DET	N5.1+
al	DET	N5.1+
hele	DET	N5.1+
totaal	ADV	A13.2
alles	ADV	A13.2
manusje-van-alles	NOUN	X9.1+/S2mf
aantijging	NOUN	Q2.2/A5.2-
vermoedelijk	ADV	Q2.2/A5.2
aanhang	NOUN	S5+
trouwhartigheid	NOUN	S5+
getrouwheid	NOUN	S5+
allergologe	NOUN	B3/S2mf
steeg	NOUN	H3 H1
stafrijm	NOUN	Q3
allocatie	NOUN	N5 A9-
verloten	VERB	A9-
volkstuin	NOUN	F4/M7 A9-
perceel	NOUN	F4/M7 A9-
betoelaging	NOUN	F4/M7 A9-
speling	NOUN	I1.1 S7.4+ X4.1
lontai	NOUN	F1 O1.1 L3
alluderen	VERB	Q2.2 Q1.1
toespelen	VERB	Q2.2 Q1.1
zinspelen	VERB	Q2.2 Q1.1
toespeling	NOUN	A10-/Q2.2 A10-/Q2.1
zinspeling	NOUN	A10-/Q2.2 A10-/Q2.1
zinspelend	ADJ	A10-/Q2.1
bondgenote	NOUN	S3.1/S2mf S8+/S2mf
amandelboom	NOUN	L3 F1/L3
nagenoeg	ADV	A13.4
aalmoes	NOUN	I1/S8+
mee	ADV	M6
gereserveerdheid	NOUN	S1.2.1- A1.8-
rotsplant	NOUN	L3
alpenplant	NOUN	L3
alpine	ADJ	W3
alpine-	ADJ	W3
alpijns	ADJ	W3
alreeds	ADV	T1.1.1
al	ADV	T1.1.1
tevens	ADV	N5++
eveneens	ADV	N5++
woordenwisseling	NOUN	E3-
dispuut	NOUN	E3-
schermutseling	NOUN	E3-
alternator	NOUN	O3
wisselstroomgenerator	NOUN	O3
kortom	ADV	A13.2 N5.1+ A1.8+
onbaatzuchtigheid	NOUN	S1.2.2-
altruïste	NOUN	S8+/S2mf
amalgaam	NOUN	A6.3+ O1.1
versmelting	NOUN	S5+
verwondering	NOUN	X2.6-
verbluffend	ADJ	O4.2+ X2.6- A6.2-
geweldig	ADV	X2.6- A6.2-
barnsteenkleur	NOUN	O1.1
barnsteen	NOUN	O1.1
barnsteengeel	NOUN	O1.1
amberkleurig	ADJ	O4.3
tweehandig	ADJ	B1
dubbelzinnigheid	NOUN	Q3 A7-
dubbelzinnig	ADJ	Q3 A7-
meerduidig	ADJ	Q3 A7-
eerzucht	NOUN	X7+
eerzuchtig	ADJ	X7+
ambivalente	ADJ	A7-
ambrozijn	NOUN	F1 F1/S9 E2+
godenbrood	NOUN	F1 F1/S9 E2+
ziekenauto	NOUN	B3/M3fn
ziekenwagen	NOUN	B3/M3fn
hinderlaag	NOUN	G3
amelioreren	VERB	A5.1+/A2.1
aanspreekbaar	ADJ	X7+ A6.1+
amenderen	VERB	A2.1+
geriefelijkheid	NOUN	H1 O2 S8+
schietvoorraad	NOUN	G3 Q1.1
ammunitie	NOUN	G3 Q1.1
geheugenverlies	NOUN	B2-/X2.2-
vergeetachtigheid	NOUN	G2.1
vruchtwaterpunctie	NOUN	B3
amoebe	NOUN	L2
amoraliteit	NOUN	G2.2-
amoureus	ADJ	E2+
amoureuze	ADJ	E2+
ongestructureerd	ADJ	O4.4 A4.1- W3
saldo	NOUN	N5
amfibievoertuig	NOUN	L2mfn
amfoor	NOUN	O2
amplificatie	NOUN	X3.2 A4.2+/A2.1 N3.2+/A2.1
amplificeren	VERB	X3.2 A4.2+/A2.1 N3.2+/A2.1
beschermmiddel	NOUN	B5/A10-/S9
talisman	NOUN	B5/A10-/S9
vertier	NOUN	K1 E4.1+
letterkeer	NOUN	Q3
analoge	ADJ	A6.1+
analiste	NOUN	Y2/S2mf I2.1/S2mf Y1/S2mf B3/S2mf
psycho-analist	NOUN	Y2/S2mf I2.1/S2mf Y1/S2mf B3/S2mf
psycho-analiste	NOUN	Y2/S2mf I2.1/S2mf Y1/S2mf B3/S2mf
regeringsloosheid	NOUN	G2.2- A1.1.1
verwensing	NOUN	E2-
banvloek	NOUN	E2-
verankeren	VERB	A1.7+ M4
ree	NOUN	M7/M4 M8
rede	NOUN	M7/M4 M8
ankerplaats	NOUN	M7/M4 M8
heremiet	NOUN	S5-/S2mf
anachoreet	NOUN	S5-/S2mf
nieuwsanker	NOUN	Q4.3/S2mf
weleers	ADJ	T3++
eeuwenoud	ADJ	T3++
eertijds	ADJ	T3++
tweeslachtig	ADJ	B1/S2 O4.1
androgyn	ADJ	B1/S2 O4.1
androïde	NOUN	O3
anemie	NOUN	B2- X5.2-
anemisch	ADJ	B2- O4.3 X5.2-
windkrachtmeter	NOUN	O1/W4
windmeter	NOUN	O1/W4
anesthesist	NOUN	B3/S2mf
anesthesioloog	NOUN	B3/S2mf
narcotiseur	NOUN	B3/S2mf
anestheticum	NOUN	B3
aderverwijding	NOUN	B2-
invalshoek	NOUN	O4.4 X4.1
angel	NOUN	O4.4 X4.1
hengelen	VERB	O4.4 K5.1 X4.1
zeeduivel	NOUN	L2mfn
verengelsen	VERB	Z2
angorakonijn	NOUN	O1.1
ångström	NOUN	O3/N3.7
martelgang	NOUN	E6-
dierlijke	ADJ	L2
verbittering	NOUN	E2- E3-
jaarboeken	NOUN	T1.3/Q1.2 T1.1.1 P1
annalen	NOUN	T1.3/Q1.2 T1.1.1 P1
orleaanboom	NOUN	O4.3/F1
koesoewé	NOUN	O4.3/F1
inlijven	VERB	A9+ G1.2 G3
uitbouw	NOUN	H2 Q1.2
verkonden	VERB	Q2.2
declareren	VERB	Q2.2
bekendmaking	NOUN	Q2.2
lijfrenteverzekering	NOUN	I1
nietigverklaring	NOUN	G2.1/T2-
tenietdoening	NOUN	G2.1/T2-
annullering	NOUN	G2.1/T2-
annulatie	NOUN	G2.1/T2-
analgeticum	NOUN	B3 S8+
rariteit	NOUN	A6.2-
anomalie	NOUN	A6.2-
onbenoemd	ADJ	A10-
anorexie	NOUN	B2-
beantwoorden	VERB	Q2.2 S1.1.1
antagoneren	VERB	E2- E3-
voorafgaande	NOUN	N4/A1.1.1 Q3 N2
voelspriet	NOUN	B1/L2
anterieur	ADJ	B3/M6
strijdlied	NOUN	K2
anthere	NOUN	L3
helmknop	NOUN	L3
antrax	NOUN	B2-
antropologe	NOUN	S1.1.1/S2mf
jodenhaat	NOUN	S9/E2- G1.2 G2.1 G2.2-
anti-semitisme	NOUN	S9/E2- G1.2 G2.1 G2.2-
karikatuur	NOUN	K1/E4.1+/S2mf
kuur	NOUN	K1/E4.1+/S2mf
zotternij	NOUN	K1/E4.1+/S2mf
voorpret	NOUN	X2.6+
antiklerikaal	ADJ	G1.2/S9/E2-
antiklerikalisme	NOUN	G1.2/S9/E2-
linksom	ADJ	M6
hogedrukgebied	NOUN	W4
tegengif	NOUN	B3
antivries	NOUN	O1.2
antiheld	NOUN	Q4.1/S2mf
antiheldin	NOUN	Q4.1/S2mf
antimonium	NOUN	O1.1
stibium	NOUN	O1.1
tegengestelde	NOUN	Q3/A6.1-
tegendeel	NOUN	Q3/A6.1-
ongerust	ADJ	E6-
aars	NOUN	B1
aanbeeld	NOUN	O2
aanbeeldsbeentje	NOUN	O2
aambeeldsbeentje	NOUN	O2
ongerustheid	NOUN	E6-
enig	DET	N5.1+ N5
enig	ADV	A13.3
enkel	ADV	A13.3
eenieder	PRON	Z8mfc
tenminste	ADV	Z4 A13.7
apin	NOUN	L2mfn
mensaap	NOUN	L2mfn
imiteren	VERB	A6.1+
nadoen	VERB	A6.1+
na-apen	VERB	A6.1+
aforisme	NOUN	Q2.2/A5.2+ Q1.2/A5.2+
afrodisiacum	NOUN	O1/S3.2
apologeet	NOUN	S8+/Q2.1/S2mf
verantwoorden	VERB	Q2.2/S1.2.4+
verweer	NOUN	Q2.2 S1.2.4+
apologie	NOUN	Q2.2 S1.2.4+
geloofsafval	NOUN	A1.7-/S9 A1.7-/X2.1
weglatingsteken	NOUN	Q3
vergoding	NOUN	A5.1+++/A4.1
apotheose	NOUN	A5.1+++/A4.1
ontzettend	ADJ	A5.1-
apparatsjik	NOUN	G1.1/S2mf
turntoestel	NOUN	O2 S7.1
klaarblijkelijk	ADJ	A8 A11.2+
evident	ADJ	A8 A11.2+
ogenschijnlijk	ADJ	A8 A11.2+
blijkbaar	ADV	A8
kennelijk	ADV	A8
ogenschijnlijk	ADV	A8
appeleren	VERB	O4.2+ Q2.2 G2.1 E2+
blijken	VERB	A8 A10+ A3+ G2.1 K4 Q4
comparitie	NOUN	A10+ O4.1 A3+ G2.1 K5 Q4
aanblik	NOUN	A10+ O4.1 A3+ G2.1 K5 Q4
appeasement	NOUN	S7.3- E3+
verzoeningspolitiek	NOUN	S7.3- E3+
bijvoegen	VERB	A1.8+/N4
aanhechten	VERB	A1.8+/N4
hechten	VERB	A1.8+/N4
appendage	NOUN	B1 N5++
appendicitis	NOUN	B2-
appendix	NOUN	B1 Q4.1
appetijt	NOUN	F1/B1 X7+
eetlust	NOUN	F1/B1 X7+
bittergarnituur	NOUN	F1/N4 O4.2+
borrelhapjes	NOUN	F1/N4 O4.2+
applaudisseren	VERB	E2+ X3.2+
handgeklap	NOUN	E2+/X3.2+
flauwekul	NOUN	F1
huishoudstoestel	NOUN	O2
toepasselijk	ADJ	A1.5.2+
aanvrager	NOUN	Q2.2/S2mf
sollicitatie	NOUN	Q1.2 A1.5.1 Y2 X5.1+ A1.1.1
computerprogramma	NOUN	Q1.2 A1.5.1 Y2 X5.1+ A1.1.1
aanschrijven	NOUN	Q1.2 A1.5.1 Y2 X5.1+ A1.1.1
softwarepakket	NOUN	Q1.2 A1.5.1 Y2 X5.1+ A1.1.1
aanbrengen	NOUN	Q1.2 A1.5.1 Y2 X5.1+ A1.1.1
aangewend	ADJ	A1.5.2+
aanvragen	VERB	Q2.2 A1.5.1 A1.2+ A1.8+ S7.1+
gelden	VERB	Q2.2 A1.5.1 A1.2+ A1.8+ S7.1+
aanbrengen	VERB	Q2.2 A1.5.1 A1.2+ A1.8+ S7.1+
beschikken	VERB	S7.1+
aanstelling	NOUN	T1.1 I3.1
appositie	NOUN	M6 Q3 Y1
raming	NOUN	A5.1 Q2.2
schatten	VERB	A5.1 Q2.2
beseffen	VERB	E2+ X2.5+ S1.1.1 I1.1++
appreciëren	VERB	E2+ X2.5+ S1.1.1 I1.1++
snappen	VERB	G2.1 A1.7+ A10+ A9+ A1.1.1 X3
vatten	VERB	G2.1 A1.7+ A10+ A9+ A1.1.1 X3
begrijpen	NOUN	E6- A9+ G2.1
vastgrijpen	NOUN	E6- A9+ G2.1
snappen	NOUN	E6- A9+ G2.1
opinie	NOUN	E6- A9+ G2.1
arrestatie	NOUN	E6- A9+ G2.1
gezichtspunt	NOUN	E6- A9+ G2.1
gezel	NOUN	P1/I3.1
leerjongen	NOUN	P1/I3.1
leermeisje	NOUN	P1/I3.1
aantocht	NOUN	X4.2 M1 E1 S1.1.1
aanvliegen	NOUN	X4.2 M1 E1 S1.1.1
aanpak	NOUN	X4.2 M1 E1 S1.1.1
benaderbaar	ADJ	S1.2.1+ M1@
toenadering	NOUN	X4.2 M1 E1 S1.1.1
bekrachtiging	NOUN	S7.4+ E2+
aangewezen	ADJ	A1.2+
toe-eigening	NOUN	A9+
permissie	NOUN	S7.4+ E2+ G1.1
ongeveer	ADJ	A13.4 A5.3-
ruwweg	ADV	A13.4
grofweg	ADV	A13.4
benaderen	NOUN	X2.1/A7-
abrikozenboom	NOUN	F1 L3
terloops	ADV	Z4
pienter	ADJ	A1.2+
aanleg	NOUN	X9.1
aquatische	ADJ	M4 K5.1/M4
aquatisch	ADJ	M4 K5.1/M4
bebouwbaar	ADJ	W3
spinachtige	NOUN	L2
arbitrair	ADJ	A1.4
arbitratie	NOUN	G2.1/X6
arboreal	ADJ	A2.2/L3
boomlevend	ADJ	A2.2/L3
arboricultuur	NOUN	F4
winkelpassage	NOUN	H1
oudheidkundig	ADJ	T1.1.1
archeologe	NOUN	Y1/S2mf
oudheidkundige	NOUN	Y1/S2mf
oudheidkunde	NOUN	Y1/T1.1.1
aartsvijandin	NOUN	S1.2.1-/S2mfc Q4.1 Q4.3
eilandengroep	NOUN	W3
architecte	NOUN	H1/I3.2/S2mf X7+/S2mf T2+/S2mf
bouwmeester	NOUN	H1/I3.2/S2mf X7+/S2mf T2+/S2mf
bouwkundig	ADJ	H1 O4.1
architecturaal	ADJ	H1 O4.1
bouwstijl	NOUN	H1 O4.1
passioneel	ADJ	X5.2+
vurig	ADJ	X5.2+
moeizaam	ADJ	A12-
tepelhof	NOUN	B1
verdedigbaar	ADV	Q2.1/A5
onderbouwbaar	ADV	Q2.1/A5
betogen	VERB	Q2.1 Q2.1/A6.1- Q2.1/E3- Q2.1/A2.2
betoog	NOUN	Q2.1 Q2.1/A6.1- Q2.1/E3-
twistgierig	ADJ	Q2.1/A6.1- Q2.1/E3-
aritmetica	NOUN	N2
gordeldier	NOUN	L2
kapasie	NOUN	L2
schildvarken	NOUN	L2
rouwbandje	NOUN	B5
zwembandje	NOUN	B5
bandje	NOUN	B5
zwemvleugeltje	NOUN	B5
protestbandje	NOUN	B5
leunstoel	NOUN	H5
wapenstand	NOUN	G3- E3+
pantserformatie	NOUN	G3 O2
harnas	NOUN	G3 O2
pantservoertuig	NOUN	G3 O2
oksel	NOUN	B1
defensie	NOUN	G3c N5+
landsverdediging	NOUN	G3c N5+
geil	ADJ	X5.2+ T2+ S3.2+ E3-
voorgeleiding	NOUN	G2.1
ordenen	VERB	S7.1+ A1.1.1
arrangement	NOUN	Q2.2 S7.1+ O4.1
array	NOUN	O2 A6.3+ N2 Y2
stuiten	VERB	G2.1
oppakken	VERB	G2.1
aanhouden	VERB	G2.1
aanhouding	NOUN	G2.1
hartritmestoornis	NOUN	B1 B2-
arriveren	VERB	M1 T2-
aanmatiging	NOUN	S1.2.3+
arrogantie	NOUN	S1.2.3+
pijlwortel	NOUN	L3 F1
klootzak	NOUN	X9.1-/S2mf S1.2.6-/S2mf B1
wapenopslagplaats	NOUN	G3 N5+
wapenmagazijn	NOUN	G3 N5+
arsenicum	NOUN	O1.1
slagader	NOUN	B1 M3
gewrichtsontsteking	NOUN	B2-
lidwoord	NOUN	Q4.2 O2 Q3 G2.1/P1@
gelede	ADJ	Q3 Q2.2/X9.1+ B1 A7+ A4.2+
geleed	ADJ	Q3 Q2.2/X9.1+ B1 A7+ A4.2+
welbespraakt	ADJ	Q3 Q2.2/X9.1+ B1 A7+ A4.2+
geärticuleerd	ADJ	Q3 Q2.2/X9.1+ B1 A7+ A4.2+
taalvaardig	ADJ	Q3 Q2.2/X9.1+ B1 A7+ A4.2+
mensenwerk	NOUN	O2
artificieel	ADJ	A5.4-
nagemaakt	ADJ	A5.4-
geschutmeester	NOUN	G3/S2.2m
ambachtsvrouw	NOUN	C1/S2mf
ambachtswerker	NOUN	C1/S2mf
kunstenares	NOUN	C1/S2mf K4/S2mf K2/S2mf
opvaren	VERB	M1 M6/N3.7+ X9.2+/A2.1
opgaan	VERB	M1 M6/N3.7+ X9.2+/A2.1
hemelvaart	NOUN	S9 M1
vergewissen	VERB	X2.3+
constateren	VERB	X2.3+
asceet	NOUN	E4.1-/S2mf S9/S2mf
geslachtloos	ADJ	S3.2-
aseksueel	ADJ	S3.2-
aseksualiteit	NOUN	S3.2-
asse	NOUN	O1.1 L3
essenhout	NOUN	O1.1 L3
ezelachtig	ADJ	S1.2.6-
oerdom	ADJ	S1.2.6-
aspisadder	NOUN	L2
roofblei	NOUN	L2
seinbeeld	NOUN	A4.1 A8 M6
esp	NOUN	L3
ratelpopulier	NOUN	L3
besprenkeling	NOUN	Q2.2
beschimping	NOUN	Q2.2
aspics	NOUN	F1
ambiëren	VERB	X7+
nastreven	VERB	X7+
aspirientje	NOUN	B3c
reet	NOUN	S1.2.6-/S2mfn L2mfn B1@
aanrander	NOUN	G2.1-/S2mf E3-/S2mf G3/S2mf
sluipmoordenares	NOUN	A1.1.2/S2mf
moordenaarster	NOUN	A1.1.2/S2mf
huurmoordenaar	NOUN	A1.1.2/S2mf
assassijn	NOUN	A1.1.2/S2mf
huurmoordenares	NOUN	A1.1.2/S2mf
sluipmoordenaar	NOUN	A1.1.2/S2mf
vermoorden	VERB	L1-
sluipmoord	NOUN	L1- G2.1-
vergrijpen	VERB	E3- G3
samenkomen	VERB	S5+ A9+ A1.1.1
gestel	NOUN	S5+c A9+ A1.1.1
mondig	ADJ	S1.2.3+
inschatting	NOUN	X2.4/A5 P1 I1.3
activum	NOUN	A1.5.2+ I1.1
hufter	NOUN	X9.1-/S2mf S1.2.6-/S2mf B1
cessionaris	NOUN	G2.1/S2mf A9+/S2mf
cessie	NOUN	P1 A1.1.1 A9-
opdracht	NOUN	P1 A1.1.1 A9-
cedent	NOUN	G2.1/S2mf A9-/S2mf
voorzetten	VERB	S8+
assisteren	VERB	S8+
assistentie	NOUN	S8+
assistente	NOUN	S8+/S2mf I2.2/S2mf
omgaan	VERB	A6.1+/X2.1 S3.1
bijhorend	ADJ	S5+ A2.2
vereniging	NOUN	S5+c A6.1+/X2.1
innemen	VERB	X2.1 A5.4-/A8
tenhemelopneming	NOUN	X2.1 S9%
mariahemelvaart	NOUN	X2.1 S9%
afzekeren	VERB	A7+ Q2.2
beveiligen	VERB	A7+ Q2.2
zelfzekerheid	NOUN	A7+ S1.2.3+
sterretje	NOUN	Q3 Q1.2
planetoïde	NOUN	W1
verbaasd	ADJ	X2.6-
verbluffen	VERB	X2.6-
schrijlings	ADV	M8 M6
wijdbeens	ADV	M8 M6
sterrenwichelaar	NOUN	S9/S2mf
astronaute	NOUN	Y1/W1/S2mf
ruimtevaart	NOUN	Y1/M5/W1 M5/W1
sterrenkundige	NOUN	P1/W1/S2mf
sterrenkunde	NOUN	Y1/W1
scherpzinnig	ADJ	X9.1+
atheïste	NOUN	S9/S2mf
godloochenaar	NOUN	S9/S2mf
goddeloze	NOUN	S9/S2mf
dampkring	NOUN	W3 W1 E1 N3.5
atoom-	ADJ	Y1
kern-	ADJ	Y1
flitspuit	NOUN	O2
atonaal	ADJ	K2
goedmaken	VERB	S1.1.2+/S9 S1.1.2+/G2.1
boetedoening	NOUN	S9 I1.2 A5.1+/A2.1
gruweldaad	NOUN	G2.2-
beslaglegging	NOUN	O2 S3.2
attachment	NOUN	O2 S3.2
aanslag	NOUN	E3- G3 B2- A1.1.2 Q2.2
aanvalszijde	NOUN	E3- G3 B2- A1.1.2 Q2.2
pogen	VERB	X8+
probeersel	NOUN	X8+
attentie	NOUN	X5.1+ S8+
attenties	NOUN	X5.1+ S8+
aandachtigheid	NOUN	X5.1+ S8+
paraatheid	NOUN	X5.1+ S8+
aandachtig	ADJ	X5.1+ S8+
attesteren	VERB	Q2.2/A5.2+ A10+/A5.2+
humeur	NOUN	X2.1/E1
attitude	NOUN	X2.1/E1
trekpleister	NOUN	O4.2+ S3.2 O3
attractie	NOUN	O4.2+ S3.2 O3
attractief	ADJ	O4.2+ S3.2
attribuut	NOUN	O4.1
sleet	NOUN	S1.2.5-/A2.1
veilinghouder	NOUN	I2.2/S2mf
vendumeester	NOUN	I2.2/S2mf
afslager	NOUN	I2.2/S2mf
vermetel	ADJ	E5+
driest	ADJ	E5+
koen	ADJ	E5+
waaghalzig	ADJ	E5+
audacieus	ADJ	E5+
onvervaard	ADJ	E5+
brutaliteit	NOUN	E5+
audiëntie	NOUN	K1/S2mfc S2mfc S1.1.3+
auditeren	VERB	K4
gehoorzaal	NOUN	K1/H1
augment	NOUN	Q3
waarzeggen	VERB	X2.6+
auspiciën	NOUN	S7.1+
karig	ADJ	O4.2- S1.2.1-
australische	ADJ	Z2
authentificeren	VERB	A5.4+
autrice	NOUN	Q4.1/S2.1f
autoritarisme	NOUN	S7.1+
gezag	NOUN	G1.1c S7.1+ S7.4+ X2.2+
overheid	NOUN	G1.1c S7.1+ S7.4+ X2.2+
autoriteiten	NOUN	G1.1c S7.1+ S7.4+ X2.2+
bevoegdheid	NOUN	G1.1c S7.1+ S7.4+ X2.2+
machtiging	NOUN	S7.4+
vergunning	NOUN	S7.4+
machtigen	VERB	S7.4+
alleenheerser	NOUN	S7.1+/S2mf
gedachtenloos	ADJ	A1.1.1/S5- X2.1- X7-
motorrijtuig	NOUN	M3
automobiel	NOUN	M3
najaar	NOUN	T1.3
profiteren	VERB	A1.5.1 A9+
dienen	VERB	A1.5.1 A9+
baten	VERB	A1.5.1 A9+
voorhanden	ADJ	A3+ A9+ A1.2+/G1.2 S4
inhaligheid	NOUN	S1.2.2+
hebberigheid	NOUN	S1.2.2+
inhalig	ADJ	S1.2.2+
avaricieus	ADJ	S1.2.2+
nagelkruid	NOUN	L3
gemiddelde	ADJ	A6.2+ A5.1 N2
aversie	NOUN	E2-
volière	NOUN	L2/H1
avocadoboom	NOUN	F1
leegbaar	ADJ	A1.9
voorkoombaar	ADJ	A1.9
verdraagzaam	ADJ	S1.2.1+
klaarliggen	VERB	X2.6+
bedienen	VERB	X2.6+
ontwaakt	ADJ	B1
besef	NOUN	X2.2+
overspoeld	ADJ	N5++
blank	ADJ	N5++
beangstigend	ADJ	O4.2+ E5-
onmeunig	ADV	A13.3
ontzettend	ADV	A13.3
genant	ADJ	A12- O4.2- E1
els	NOUN	O2
kafnaald	NOUN	L3
hakbijl	NOUN	O2
vanzelfsprekend	ADJ	A5.2+ N2
draaier	NOUN	M1 W3
spil	NOUN	O2
azuurblauw	NOUN	O4.3
hemelsblauw	NOUN	O4.3
azuurblauw	ADJ	O4.3 E3+ E4.2+
brabbelen	NOUN	Q2.1 Q2.2/X2.5-
murmelen	NOUN	Q2.1 Q2.2/X2.5-
prietpraat	NOUN	Q2.1 Q2.2/X2.5-
brabbelen	VERB	Q2.1 Q2.2/X2.5-
babbelen	VERB	Q2.1 Q2.2/X2.5-
kabbelen	VERB	Q2.1 Q2.2/X2.5-
babiroessa	NOUN	L2
schatje	NOUN	T3--/S2mf E2+mfn
kleuter	NOUN	T3--/S2mf E2+mfn
jong	NOUN	T3--/S2mf E2+mfn
kleintje	NOUN	T3--/S2mf E2+mfn
nieuwgeborene	NOUN	T3--/S2mf E2+mfn
benjamin	NOUN	T3--/S2mf E2+mfn
boreling	NOUN	T3--/S2mf E2+mfn
wiegenkind	NOUN	T3--/S2mf E2+mfn
geborene	NOUN	T3--/S2mf E2+mfn
pasgeborene	NOUN	T3--/S2mf E2+mfn
babysitten	VERB	S8+/S4
wiegewacht	NOUN	S8+/S4/S2mf
oppas	NOUN	S8+/S4/S2mf
babyoppas	NOUN	S8+/S4/S2mf
babysitter	NOUN	S8+/S4/S2mf
zwelgpartij	NOUN	S1.1.3+/F2 S1.1.3+/F2/S2mf
vrijgezel	NOUN	S2.2m P1mf
achteraf	ADJ	M6 T3+
rugleuning	NOUN	B1 M6
achterhoedespeler	NOUN	B1 M6
rimboe	NOUN	F4/M7
decor	NOUN	M6
backhand	NOUN	K5.1
tegenstroom	NOUN	A5.1- S8-
verzet	NOUN	A5.1- S8-
achterruit	NOUN	O3/W2
tegenlicht	NOUN	O3/W2
backlight	NOUN	O3/W2
rugzakreiziger	NOUN	M1/S2mf
backpacker	NOUN	M1/S2mf
terugschrap	NOUN	Q3 Y2
terugstreep	NOUN	Q3 Y2
reservekopie	NOUN	S8+ Y2
achterhaald	ADJ	X9.1- T1.1.1 M6
verkeerd	ADJ	A5.1- G2.2- O4.2- B2-
naar	ADJ	A5.1- G2.2- O4.2- B2-
ongemanierd	ADJ	A5.1- G2.2- O4.2- B2-
slechtgehumeurd	ADJ	E3-
slechterik	NOUN	G2.1-/S2mf
kwaadspreken	VERB	E2-/Q2.2
perplex	ADJ	X2.5-
tasje	NOUN	B5 O2 B1
stokbrood	NOUN	F1
fransoos	NOUN	F1
franskiljon	NOUN	F1
borgtocht	NOUN	G2.1/I1 K5.1 O2
drossaard	NOUN	G2.1/I3.2/S2mf
meier	NOUN	G2.1/I3.2/S2mf
gerechtsdeurwaarder	NOUN	G2.1/I3.2/S2mf
amman	NOUN	G2.1/I3.2/S2mf
schout	NOUN	G2.1/I3.2/S2mf
drost	NOUN	G2.1/I3.2/S2mf
lokaas	NOUN	K5.1/F1 G2.2- E3-
bakster	NOUN	F1/S2mf
balaclava	NOUN	B5
bivakmuts	NOUN	B5
uitgewogen	ADJ	A5.3+ A5.1+ E3+/S1.2.6+ O4.1
evenwichtig	ADJ	A5.3+ A5.1+ E3+/S1.2.6+ O4.1
eikelontsteking	NOUN	B2-
afgesleten	ADJ	B1
gebazel	NOUN	A5.2- S1.2.6-
kalen	ADJ	B1
miserabel	ADJ	A1.1.2
bolletje	NOUN	O2/O4.4 K5.1 B1 K1
kloot	NOUN	O2/O4.4 K5.1 B1 K1
bolleke	NOUN	O2/O4.4 K5.1 B1 K1
gala	NOUN	O2/O4.4 K5.1 B1 K1
bedding	NOUN	N3.5/O2
ballastbed	NOUN	N3.5/O2
ballerina	NOUN	K4/S2.1f
luchtballon	NOUN	M5 K6 O4.4
kandidatenlijst	NOUN	G1.2
nonsens	NOUN	S1.2.6-
balsemien	NOUN	B3/O1.1 B4/O1.1
balsemboom	NOUN	B3/O1.1 B4/O1.1
springzaad	NOUN	B3/O1.1 B4/O1.1
baluster	NOUN	H2 H5/O4.4
gewoontjes	ADJ	X5.2- A6.2+
bacove	NOUN	F1
bananengeel	NOUN	F1
pisang	NOUN	F1
bananenplant	NOUN	F1
muziekformatie	NOUN	K2c A4.1 S5+c O2
bandage	NOUN	B3/O2 Q2.1%
zwachtel	NOUN	B3/O2 Q2.1%
