lemma	pos	semantic_tags
præsidentiel	ADJ	G1.1/S7.1+
præsiderende	NOUN	S7.1+
presse	NOUN	Q4.2c O2 A1.1.1 Q4.1/I2.1c
presse	VERB	A1.1.1 X8+ S7.1+ E6-
presset	ADJ	E6- A12-
presser	NOUN	O2 Q4.2 A1.1.1
pressende	ADJ	A11.1+
pressen	NOUN	A1.1.1 X8+ S7.1+ E6-
tryk	NOUN	N3.5 S7.1+ E6- Q1.2 C1
trykket	ADJ	S7.1+ E6- O4.1/N3.5
trykkende	ADJ	S7.1+ E6-
trykning	NOUN	N3.5 S7.1+
prestige	NOUN	S7.2+ A5.1+ A11.1+
prestigefyldt	ADJ	S7.2+ A5.1+ A11.1+
formodentlig	ADV	X2.1
formodning	NOUN	X2.1 S1.2.3+
formodende	ADJ	X2.1 S1.2.3+
formodet	ADJ	S1.2.3+ S6+ X7+
prætentiøs	ADJ	S1.2.3+
påskud	NOUN	A5.2- A5.4- A5.4-/A2.2
påstået	ADJ	A5.4-
påskudsmænd	NOUN	A5.4-/S2mf
påstande	NOUN	S1.2.3+
ret	ADV	A13.5 Z4 A5.3+ A4.2+ M6 A13.3 A13.2
sejre	VERB	X9.2+ S7.1+
hærsende	ADJ	A11.1+++ S7.1+ N5+
hærsende	NOUN	A11.1+++ S7.1+ N5+
hærse	VERB	A11.1+++ S7.1+ N5+
udbredt	ADJ	N5+ E3- N5.1+ N3.6+/A2.1
forhindre	VERB	S8-
forebyggende	ADJ	S8-
forebyggelse	NOUN	S8-
forhindret	ADJ	S8-
forhindrende	ADJ	S8-
forhindring	NOUN	S8-
forhindrer	VERB	S8-
forudser	VERB	X3.4/N4 X2.4
jager	VERB	L2 E6-
prissat	ADJ	I1.3
prisværdig	ADJ	I1.3+ A11.1+ E4.1+
dyrere	ADJ	I1.3++
prissætninger	NOUN	I1.3
stolthed	NOUN	E4.2+/S1.2 S7.2+ S1.2.3+ O4.2+
frygter	VERB	E4.2+ S1.2.3+
præstelig	ADJ	S9
primat	NOUN	A11.1+ L2mfn S9/S2mf
primitiv	ADJ	T1.1.1 E1/B1 T3+
primært	ADV	A13.2
primær	NOUN	G1.2 P1 B2-
primær	ADJ	A11.1+ P1
primater	NOUN	L2mfn S9/S2mf
primer	NOUN	O1
primordial	ADJ	T3+/S1.1.1 T1.1.1
primrose	ADJ	O4.3
primrose	NOUN	L3 O4.3
primula	NOUN	L3
prins	NOUN	S7.1+/S2.2m
princelig	ADJ	N3.2+ G2.2+ O4.2+
prinsesse	NOUN	S7.1+/S2.1f
fyrstendømmer	NOUN	M7 S7.1+
fyrstendømme	NOUN	M7 S7.1+
princip	NOUN	X4.1 G2.2+
principper	ADJ	G2.2+
principper	NOUN	G2.2 X4.1
udskrift	NOUN	Q1.2/Y2
udskrivbar	ADJ	A5.1+
trykt	ADJ	Q1.2
printer	NOUN	Q1.2/S2mf Q1.2/O2
trykker	VERB	Q1.2
prior	NOUN	S9/S2.2m
prioritere	VERB	A11.1+/A2.1
prioriteret	VERB	A11.1+/A2.1
prioriterer	VERB	A11.1+/A2.1
prioriterende	VERB	A11.1+
priori	NOUN	S9/H1c
prisme	NOUN	O2
prismer	NOUN	O2
prison	PROPN	G2.1/H1
prissier	NOUN	S1.2.5-/S2mf
prissig	ADJ	S1.2.4+
prissy	NOUN	S1.2.5-/S2mf
pristint	ADJ	O4.2+
privatliv	NOUN	A10-
privat	ADJ	A10- S5- G1.1-
soldat	NOUN	G3/S2mf B1 G3/S2.2m G2.1/S2mf
privat	ADV	A10-
privatisering	NOUN	G1.1-
privatiserings-	ADJ	G1.1-
privatisere	VERB	G1.1-
privatiseret	VERB	G1.1-
privatiseret	ADJ	G1.1-
privatiseringer	NOUN	G1.1-
liguster	NOUN	L3
privilegere	VERB	A5.1+
privilegium	NOUN	G2.1 S7.1+ A5.1+ S7.2+
privilegeret	ADJ	A5.1+ A10-
privilegier	NOUN	G2.1 A5.1+
indviet	ADJ	S1.1.2+ A10-
privy	NOUN	B4/H2
præmie-	ADJ	A5.1+++
præmieoverrækkelse	NOUN	S1.1.4+
præmievindende	ADJ	X9.1+/S7.3
præmier	NOUN	S1.1.4+ A11.1+ I1.3+
præmierer	VERB	X7+ S7.1+
for	ADJ	E2+
prof	NOUN	I3.2+/S2mf X9.1+/S2mf
pro-amerikansk	ADJ	Z2/E2+
pro-fransk	ADJ	E2+/Z2
pro-syrisk	ADJ	E2+/Z2
proaktiv	ADJ	A2.2 S7.1+
pro-separatistisk	ADJ	E2+/G1.2
pro-televison	ADJ	Q4.3/E2+
probabilistisk	ADJ	A7
prøvetid	NOUN	G2.1 X2.4
prøve-	ADJ	X2.4
prøvetidsfange	NOUN	P1/S2mf
sonde	NOUN	O2 X2.4 A1.1.1 Y1
sonderet	VERB	X2.4 A1.1.1
sondende	VERB	X2.4 A1.1.1
sondning	NOUN	X2.4 A1.1.1
problem-	ADJ	A12-
problemorienteret	ADJ	X4.1/A12 N2
problemcentreret	ADJ	X4.1/A12
problemløsende	ADJ	A12/X9.2+ X4.1 N2
problematisk	ADJ	A12-
problematise	VERB	X4.1/A12
proceduralt	ADJ	X4.2
procedure	NOUN	X4.2
forløb	NOUN	I1.1
indtægter	NOUN	I1.1
behandle	VERB	A1.1.1 Y2 M1 S1.1.1 A9- X4.2 X2.1 B3
proces	NOUN	A1.1.1 X4.2
procesbaseret	ADJ	A1.1.1/X4.2
procesdrevet	ADJ	A1.1.1/X4.2
procesorienteret	ADJ	A1.1.1/X4.2
behandlet	ADJ	O4.1 B3
behandling	NOUN	A1.1.1 Y2 M1 E4.2+ A9+ S1.1.1 A9- X4.2 X2.1 B3
behandlings-	ADJ	A1.1.1
processor	NOUN	Y2 O3
proklamere	VERB	Q2.2
proklameret	VERB	Q2.2
proklamerende	VERB	Q2.2
proklamation	NOUN	Q2.2 Q1.2
proklamationer	NOUN	Q2.2 Q1.2
udskydende	VERB	T1.1.3
procreation	NOUN	S3.2/B1
proctal	ADJ	B1
prokurator	NOUN	S7.1+/S2mf G2.1/S2mf S9/S2.2m
prikning	NOUN	A1.1.1 Q2.2
prikker	VERB	A1.1.1 Q2.2
prodigal	ADJ	A1.3- S1.2
storslået	ADJ	O4.2+ N3.2+ S7.2+ N5+
vidunderbarn	NOUN	X9.1+/S2mf
producere	VERB	A2.2 A1.1.1 A10+ K4 K3 Q4.3 F4
produkt	NOUN	F1 O2 A1.1.1 A2.2 N2%
produceret	ADJ	A1.1.1
producerende	ADJ	A2.2 A1.1.1 A10+ K4 K3 Q4.3
produktbaseret	ADJ	I2.2
produktmarked	ADJ	I2.2
produktrelateret	ADJ	I2.2
produktiv	ADJ	X9.2+
produktivt	ADV	X9.2+
produktivitet	NOUN	I2.1/N5+
produkter	NOUN	O2 A1.1.1 A2.2 N2%
profanhed	NOUN	Q2.2/S1.2.4-
professere	VERB	Q2.2/A5.2
professeret	ADJ	Q2.2/A5.2
professeret	VERB	Q2.2/A5.2
professerende	VERB	Q2.2/A5.2
professering	NOUN	Q2.2/A5.2
profession	NOUN	I3.1
professionel	ADJ	I3.2+ I3.1 X9.1+ A5.1+ I3.2+/A8
professionel	NOUN	I3.2+/S2mf X9.1+/S2mf I3.2+
professionalisme	NOUN	I3.2+
professionelt	ADV	I3.2+ I3.1
professorskab	NOUN	P1/I3.2
tilbyder	VERB	S6-/Q2.2 A9-
profilere	VERB	Q1.1
profil	ADJ	Q1.1
profit	NOUN	I1.1 A5.1+
profitrelateret	ADJ	I1.1
profitdyrkende	ADJ	I1.1+/E2+
profitabilitet	NOUN	I1.1
profitabelt	ADV	I1.1+ A1.5.2+
profitdrift	NOUN	I1.1/G2.2-
proforma	NOUN	Q1.2
overflodig	ADJ	N5+
forældre	NOUN	S4
prognostik	NOUN	X2.6+ S9/T1.1.1
program	NOUN	Y2 X7+ Q4.3 Q1.2 P1
programmere	VERB	Y2 P1
programmeret	ADJ	Y2 P1
programmer	NOUN	Y2/S2mf Q4.3/S2mf
programmer/analytiker	NOUN	Y2/S2mf
programmering	VERB	Y2 P1
programmering	NOUN	Y2 Q4.3 P1
programmerer	VERB	Y2 P1
fremskride	VERB	A5.1+/A2.1 T2++ A2.1+ M1
fremskreden	ADJ	A5.1+/A2.1 T2++ A2.1+ M1
progression	NOUN	A2.1+ N4 M1 N2% K2%
progressiv	ADJ	G1.2 T3--- N3.8- Q3
progressiv	NOUN	G1.2/S2mf Q3
progressivt	ADV	T2++
forbudt	ADJ	S7.4-
forbudt	ADV	N5.2+
projektere	VERB	A10+ X7+ X2.6+ M2 O4.4 X3.2 Q2.2 X2.1
projekt	NOUN	A1.1.1 P1
projektbaseret	ADJ	A1.1.1 P1
projiceret	ADJ	A10+ X2.6+
projektion	NOUN	A10+ X7+ X2.6+ M2 O4.4 X3.2 Q2.2 X2.1 Q4.3
projicerende	ADJ	A10+ X7+ X2.6+ M2 O4.4 X3.2 Q2.2 X2.1
projektionist	NOUN	Q4.3/S2mf
projektionister	NOUN	Q4.3/S2mf
projektor	NOUN	O3
projekter	NOUN	A1.1.1 P1
proletarisk	ADJ	G1.2
proletar	NOUN	S7.1-/S2mf G1.2/I1.1-
proletariat	NOUN	S5+c
proliferere	VERB	N5+/A2.1 N5+
prolifererede	VERB	N5+/A2.1 N5+
proliferation	NOUN	N5+/A2.1 N5+
prolog	NOUN	Q2.1/N4 Q4.1/N4 N4
forlænget	ADJ	T1.3++
prom	NOUN	M7 K2 K1
promenere	VERB	M1
prominens	NOUN	A11.1+ A11.2+
prominent	ADJ	A11.1+ A11.2+
prominent	ADV	A11.2+
promiskuitet	ADJ	S3.2
love	VERB	S6+ A7+
lovet	ADJ	A7+/Q2.2 A8
lovnende	ADJ	A7+/X9
lovnende	ADV	A7+/X9
promo	NOUN	I2.2/Q2.2
forbjerg	NOUN	W3
promos	NOUN	I2.2/Q2.2 K3
fremrykkelig	ADJ	I2.2/Q2.2 S7.1+/A2.1
fremme-indenfra	ADJ	I3.2
fremmet	ADJ	S8+ I2.2/Q2.2 S7.1+/A2.1
fremmer	NOUN	Q2.2/S2mf
fremmende	ADJ	S8+ I2.2/Q2.2 S7.1+/A2.1
fremme-wise	ADJ	I2.2/Q2.2 S7.1+/A2.1
prompt	NOUN	K4/Q2.2 Q2.2
udløst	ADJ	A2.2
prompter	NOUN	K4/Q2.2/S2mf
udløsning	NOUN	A2.2 K4/Q2.2 Q2.2
promulger	VERB	G1.1
promulgerede	VERB	G1.1
forgrenet	ADJ	O4.4
udtalelse	NOUN	Q3 Q2.2
udtalelser	NOUN	Q2.2 Q3
bevis	VERB	A15+ A5.3+ Q4.1 F1
bevis	ADJ	A15+ F2
beviset	VERB	A15+ A5.3+ Q4.1 F1
bevisning	NOUN	A15+ A5.3+ Q4.1 F1
bevisning	VERB	A15+ A5.3+ Q4.1 F1
bevislæsning	VERB	Q1.2/A5.3
propager	VERB	T2++ F4
propagering	NOUN	T2++ F4
propan	NOUN	O1.3
propel	VERB	M2 A2.2
drivmiddel	NOUN	O1
drivmidler	NOUN	O1
propelleret	VERB	M2
propelleret	ADJ	M2
propeller	NOUN	M4/O2 M5/O2
tendens	NOUN	S1.2 A6.2+ A8 S1.1.1
rigtig	ADJ	A5.4+ A1.2+ A5.3+ S1.2.4+
rigtig	NOUN	S9
ejendomsrelateret	ADJ	H1/H3
profeti	NOUN	Q2.2/T1.1.3/S9 X2.6+
profetere	VERB	Q2.2/T1.1.3/S9 X2.6+
profetisk	ADJ	Q2.2/T1.1.3/S9 X2.6+
profeter	NOUN	T1.1.3/S9/S2mf
proportion	NOUN	N5.1- N5 A2.2 N3.2
proportionel	ADJ	A2.2
proportionelt	ADV	A2.2
forholdsmæssig	ADJ	A2.2
forholdsmæssigt	ADV	A2.2
proportioneret	ADJ	A2.2/N3.2 O4.2
forslag	NOUN	Q2.2 X7+ S3.2/Q2.2 Q1.1
foreslå	VERB	Q2.2/X7+ X4.1 G1.2 Q2.2/S4 Q2.2 Q1.1
forslået	ADJ	Q2.2/X7+ X4.1 G1.2 Q2.2/S4
forslående	ADJ	Q2.2 X7+ S3.2/Q2.2
fremsætte	VERB	X7+ Q2.2 Q1.1
fremsat	VERB	X7+ Q2.2 Q1.1
fremsættende	VERB	X7+ Q2.2 Q1.1
ejere	NOUN	I2.1/S2mf
ejerskab	ADJ	I2.1
anstændighed	NOUN	S1.2.4+
prosaisk	ADJ	A6.2+
prosaisk	ADV	X5.2-
prosa	NOUN	Q3
forfølgende	VERB	G2.1
omvendere	NOUN	S9/S2mf
prosodisk	ADJ	Q3
udkig	VERB	X2.4
udsigt	NOUN	A7+ X2.6+ X3.4
prospekt	NOUN	Q1.2
prospekter	NOUN	Q1.2
trives	VERB	I1.1+ X9.2+ N3.2+/A2.1 E2+
velstående	ADJ	I1.1+
prostata	NOUN	B1
protese	NOUN	B3
prostituere	NOUN	S3.2+/I3.1/S2mf G2.2-/S2mf
prostitution	NOUN	S3.2/G2.2-
liggende	ADJ	M6
liggende	NOUN	B1
beskytte	VERB	S8+/A15+ A10- A1.1.1/A15+
beskyttende	ADJ	S8+/A15+ A10- A1.1.1/A15+
protektionisme	NOUN	I2.2/I1.3
protektionist	NOUN	I2.2/I1.3/S2mf
beskytter	NOUN	S8+/A15+/S2mf O2/A10-
protektorat	NOUN	S7.1-/M7
protégé	NOUN	P1/S2mf
protein	NOUN	O1
proteiner	NOUN	O1
protest	NOUN	Q2.2 A10+ G1.2 Q2.2/A5.2
proteste	VERB	Q2.2 A10+ G1.2
protestant	NOUN	S9/S2mf
protestantisk	ADJ	S9
protester	NOUN	Q2.2
protesterende	NOUN	G1.2/S2mf
protokol	NOUN	G2.1 Y2 Q1.2/G1.1 X4.2
protokoller	NOUN	G2.1 Y2 Q1.2/G1.1 X4.2
protor	NOUN	Y2
protorer	NOUN	Y2
prototype	NOUN	A4.1/X2.4
prototyping	NOUN	A4.1/X2.4
udragende	ADJ	O4.1 O4.4 A11.2+
protégéer	NOUN	S7.1-/S2.1f
stolt	ADJ	E4.2+/S1.2 S1.2.3+
stolt	ADV	E4.2+/S1.2 S1.2.3+
bevist	ADJ	A5.2+ X2.4
ordtalemåde	NOUN	Q3 S9
ordtalemæssig	ADJ	Q3
forudsat	SCONJ	Z5
tilvejebragt	ADJ	A9-
providence	PROPN	Z2
udbyder	NOUN	A9-/S2mf
udbydere	NOUN	A9-/S2mf
tilvejebringe	VERB	A9-
tilvejebringelse	NOUN	A9-
provins	NOUN	M7 A4.1
provinser	NOUN	M7
bevise	ADJ	A10+ A5.2+ X2.4
forsyne	VERB	A9-
forsyning	NOUN	A9- A9+ N4 G2.1 S8+%
midlertidigt	ADV	T1.3
forsyningsmand	NOUN	I2.2/S2mfc
forsyninger	NOUN	O2 G2.1
provokation	NOUN	A2.2
provokerende	ADJ	X5.2+ E3- S3.2 S1.2.4- Q1.1
provokere	VERB	A2.2 E3-
provst	NOUN	P1/S2mf G1.1/S2mf
forst	NOUN	O2/M4
snigende	NOUN	M1/A10-
fuldmagt	NOUN	S1.1.1
skøghed	NOUN	S3.2/S2mf
fornuftigt	ADV	A1.3+
beskære	VERB	F4 N5-/A2.1 I1.2/A1.3+
beskåret	VERB	F4 N5-/A2.1
beskærer	VERB	F4 N5-/A2.1
beskæring	VERB	F4 N3.2-/A2.1
beskæring	ADJ	F4 N3.2-/A2.1
ledsagende	ADV	S3.2/S1.2.2+
pudsen	NOUN	X2.4/X7-
pudser	VERB	X2.4/X7-
salmer	NOUN	S9/K2
pseudo	ADJ	A5.4-
pseudoagtig	ADJ	A5.4-
pseudo-kommerciel	ADJ	I2.1/A5.2-
pseudo-intellektuel	ADJ	X2/A5.2-
pseudo-fag	NOUN	I3.1/A5.2-
pseudonym	NOUN	Q2.2
pseudonymer	NOUN	Q2.2
psilocybin	NOUN	F3
psoriasis	NOUN	B2-
psst	INTJ	Z4
psyk	VERB	E5- X2 X2.5-
sjæl	NOUN	X2 S9 E1 S2mf K2
psykedelisk	ADJ	F3 O4.3
psyk	NOUN	X1/S2mf
psykiatrisk	ADJ	B3/X1
psykiater	NOUN	B3/S2mf
psykiatri	NOUN	B3/X1
psykisk	ADJ	S9 S9/X2
psykisk	ADV	S9/X2
psyko	NOUN	B2-/X1mf
psykoanalytisk	ADJ	B3/X1
psykodynamisk	ADJ	X2.1
psykodynamisk	ADV	X2.1
psyko-geriatri	NOUN	B3
psykosocial	ADJ	X1/S1.1.1
psykoanalysere	VERB	B3/X1
psykoanalyseret	VERB	B3/X1
psykoanalyse	NOUN	B3/X1
psykoanalytiker	NOUN	B3/S2mf
psykoanalytikere	NOUN	B3/S2mf
psykogeriatrisk	ADJ	B3
psykografi	NOUN	X1
psykologisk	ADJ	X1
psykologisk	ADV	X1
psykolog	NOUN	Y1/S2mf
psykologi	NOUN	Y1/X1 X1/Y1
psykopat	NOUN	B2-/S2mf
psykoser	NOUN	B2-/X1
psykoseksuel	ADJ	S3.2/X1
psykose	NOUN	B2-/X1
psykossyntese	NOUN	X2.1
psykoterapeut	NOUN	B3/S2mf
psykoterapeuter	NOUN	B3/S2mf
psykoterapi	NOUN	B3/X1
psykotisk	ADJ	B2-/X1
ptchoo	INTJ	Z4
pttttttttt	INTJ	Z4
pub	NOUN	F2/H1
pub	VERB	F2
pubbing	VERB	F2
pubbing	NOUN	F2
pubby	ADJ	F2/H1
pubertet	NOUN	B1
pubic	ADJ	B1
offentlig	ADJ	S5+ A10+
offentlighed	NOUN	S5+c Q2.2
udgivelse	NOUN	Q4 T2+ M3
publicere	VERB	Q2.2
publiceret	ADJ	Q2.2
publicist	NOUN	Q2.2/S2mf
publiceret	VERB	Q2.2
offentligheder	NOUN	S5+
udgivet	ADJ	Q4
udgiver	NOUN	Q4.1/S2mf
udgivende	ADJ	Q4
pubber	NOUN	F2/H1
puck	NOUN	K5.1/O2
pucker	ADJ	A5.4+
pucker	VERB	B1
pudding	NOUN	F1
pyntet	ADJ	O4.1 X2.5-
puffed	ADJ	B2- B1/A12-
puffer	NOUN	B3
stridbar	ADJ	E3-
pull-down	ADJ	Y2
trækker	NOUN	A9+
talje	NOUN	O2
trækker	VERB	M2 A9+ M1
træk	ADJ	M2 A9+
pullout	NOUN	Q4.2
pullouts	NOUN	Q4.2
pullover	NOUN	B5
pulmonær	ADJ	B1
pulpe	VERB	A1.1.1 E3-
pulpe	NOUN	O1.2 B1 L3
puls	VERB	M1
pulserende	ADJ	M1
bims	NOUN	O1.1 O2 B4
pumpe	NOUN	O2 B5
pumpe	VERB	M2 A1.1.1 A9- Q2.2 S8+ B3
pumper	VERB	M2 A1.1.1 A9- Q2.2 S8+ B3
græskar	NOUN	L3
punchline	NOUN	Q3
punchsæk	NOUN	K5.1
slags	NOUN	E3- O2 F2
kraftig	ADJ	Q3 F2++
punctuel	ADJ	T4
punctualitet	NOUN	T4
punctuelt	ADV	T4
punktualisere	VERB	Q3 T2- A11.1+
punktuation	NOUN	Q3
strafret	ADJ	G2.1
punk	NOUN	K2 K2/S2mf
punk	ADJ	K2/S5
punter	NOUN	I2.2/S2mf
puntere	NOUN	I2.2/S2mf
punts	NOUN	M4
punts	VERB	M4
pup	NOUN	L2mfn
elev	NOUN	P1/S2mf G2.1/S2mf B1
pupilage	NOUN	G2.1/P1
pupillage	NOUN	G2.1/P1
valp	NOUN	L2mfn
købt	ADJ	I2.2
puré	NOUN	O1.2
rent	ADV	A14
skærsild	NOUN	S9
rensning	VERB	M2 B4 A1.1.1 G2.2+/A2.1
renset	VERB	B4 A1.1.1 G2.2+/A2.1
renser	NOUN	O2
purist	ADJ	A5.3+++/S2mf
purist	NOUN	A4.2+/S2mf
purister	NOUN	A4.2+/S2mf
puritanisme	NOUN	S9 G2.2+
lilla	NOUN	O4.3
lilla	ADJ	O4.3
formål	VERB	X7+
formål	NOUN	X7+ A2.2 A1.5.1
formålstjenlig	ADJ	A1.2+ X7+
formålstjenligt	ADV	X7+
brumme	VERB	X3.2 M1
brummen	NOUN	X3.2 M1
brummen	VERB	X3.2
punge	VERB	B1
pung	NOUN	B5/I1
pungefuld	NOUN	N5
punge	NOUN	B1
pursuance	NOUN	A1.1.1/N4
leverandører	NOUN	I2.2
push	NOUN	M2 X8+ S7.1+ I3.1-
push-up	NOUN	M2 S8+ K5.1
barnevogn	NOUN	M3
skubbet	ADJ	M2 A12- N5-
pusher	NOUN	M2/S2mf
pushers	NOUN	F3/S2mf M2/S2mf
skub	ADJ	M2 M1 S7.1+ X8+ I2.2
pushover	NOUN	S1.2.5- A12+
pushy	ADJ	S1.2.3+
sætte	ADJ	M2
antagelig	ADJ	A5.4+
rådne	VERB	X3.5/A5.1- G2.2- A1.1.2/A2.1
putsch	NOUN	G1.2
putt	NOUN	K5.1
putte	VERB	K5.1 M2 Q2.1 Q2.2 A1.1.1 E3-
puttning	NOUN	M2 Q2.1 Q2.2 A1.1.1 K5.1
putter	NOUN	K5.1
tyggegummi	NOUN	O1.1
gåte	NOUN	X2.5- K5.2/X4.1 Q3
pyjamas	NOUN	B5
pylon	NOUN	O3/O2
pyloner	NOUN	O3/O2
pymetrium	NOUN	B2-
pyramide	NOUN	H1 O4.4
pyridoxin	NOUN	O1
pyroteknik	NOUN	G3/K1
pyroxidin	NOUN	O1
python	NOUN	L2mfn
kvak	NOUN	L2/Q2.1 B3/S2
kvak	VERB	L2/Q2.1
quad	NOUN	S2mf H2
quadracept	NOUN	B1
quadracepter	NOUN	B1
kvadrant	NOUN	N5.1-
mire	NOUN	W3 A12-
våge	NOUN	L2
besynderlig	ADJ	A6.2-
jordskælv	VERB	E5- M1
rystende	VERB	E5- M1
kval	ADJ	A5.1
kvalifikation	NOUN	P1 X9.1 S6+ A1.7+
kvalifikationer	NOUN	P1 X9.1 S6+ A1.7+
kvalificere	VERB	A1.2+ I3.2+/P1 X9.2+/K5 A1.7+ S1.2.5-/A2.1 Q2.2 Q3
kvalificeret	ADJ	A1.2+/I3.2+ A1.7+
kvalificerende	ADJ	A1.2+ I3.2+/P1 X9.2+/K5 A1.7+ S1.2.5-/A2.1 Q2.2 Q3
kvalitativ	ADJ	A5.1
kvalitativt	ADV	A5.1
kvalitet	NOUN	A5.1 A5.1+ O4.1
kvant	NOUN	Y2/N2/S2mf Y1
kvantificerbar	ADJ	N3.1
kvantificering	NOUN	N3.1
kvantificere	VERB	N3.1
kvantificeret	ADJ	N3.1
kvantitativ	ADJ	N3.1 N5
kvantitativt	ADV	N3.1
mængder	NOUN	N5 S5+c N5++
karantæne	VERB	A1.8-/B2-
karantæne	NOUN	A1.8-/B2-
stenbrud	NOUN	M7/I4 L2
kvart	NOUN	N3.4 N1 N5 T1.3
kvarte	VERB	N5 H4
kvartfinale	NOUN	S7.3
kvartfinaler	NOUN	S7.3
agterdæk	NOUN	M4
kvartere	VERB	H4 S1.1.2+ N2
kvartalt	ADV	N6
kvartalt	ADJ	N6
kvartermester	NOUN	G3/S7.1+/S2mf
kvartermestere	NOUN	G3/S7.1+/S2mf
kvarterer	NOUN	N1 T1.3 H4
kvartet	NOUN	K2 K2/S5+c
kvartil	NOUN	N5
kvarto	NOUN	Q1.2/N3.2
kvarts	NOUN	O1.1
semi	ADJ	A13.4
kajer	NOUN	M4/M7
kajside	NOUN	M7/M4
dronning	NOUN	S7.1+/S2.1f S3.2/S2.2m K5.2
dronninger	NOUN	S7.1+/S2.1f S3.2/S2.2m K5.2
forespørge	VERB	Q2.2
forespørgende	ADJ	Q2.2
forespørgsler	NOUN	Q2.2
forespørgsel	NOUN	Q2.2
søgning	NOUN	X2.4
spørgsmål	VERB	X4.1
spørgsmålsspotting	NOUN	X4.1
tvivlsomhed	NOUN	A7-
spørgeskema	NOUN	Q1.2
kø	NOUN	N4
kø	ADJ	N4
møjsomhed	NOUN	Q2.2
møjsomme	VERB	Q2.2
hurtig	NOUN	L1+ N3.8+
hurtigskiftende	ADJ	A2.1+/N3.8+
hurtigfix	ADJ	A5.1+/A2.1
hurtigvirkende	ADJ	A2.2+/N3.8+
hurtigtempereret	ADJ	E3-
hurtige	NOUN	N3.8+
kviksand	NOUN	W3 A12-
stille	VERB	X3.2- E3+ A1.1.1/N5-
stille	ADV	X3.2- E3+ A10- A1.1.1/N5-
stillehed	NOUN	X3.2- E3+
betrædt	ADJ	B5
kinin	NOUN	B3
kernesammensat	ADJ	A6.2+
kernesammensat	ADV	A6.2+
kvintuplet	NOUN	S4mf S5+c K2
vittigheder	NOUN	E4.1+
snert	NOUN	A6.2-
snertig	ADJ	A6.2-
quiz	NOUN	X2.4 K5.2
quiz	VERB	X2.4
quizzer	NOUN	X2.4 K5.2
quizze	VERB	X2.4
spørgende	ADV	X2.5-
kvorum	NOUN	G2.1/S5+c A11.1+/S5+c S6+/S5+c
kvota	NOUN	N5
citater	NOUN	Q2.2 I1.3
citeret	ADJ	Q2.2 I1.3
kvotient	NOUN	N2
kvotienter	NOUN	N2
citerende	ADJ	Q2.2 I1.3
r	SYM	Z5
rabbinisk	ADJ	S9
skare	NOUN	S5+/O4.2-c
skare	VERB	Q2.1
rabiat	ADJ	B2- X5.2+
rabies	NOUN	B2-
race	VERB	S7.3+ M1/N3.8+
racerbils-	ADJ	M3
racerhest	NOUN	L2
racerheste	NOUN	L2/K5.1mfn
racer	NOUN	M3fn
racere	NOUN	M3fn
rutebane	NOUN	K5.1/M7
racemæssig	ADJ	S5+
racisme	NOUN	S5+ S5+/Z2
racistisk	ADJ	S5+ S5+/Z2
racist	NOUN	S5+/S2mf S5+/Z2/S2mf
racemæssigt	ADV	S5+
racing	NOUN	K5.1 S7.3 M1/N3.8+
racer-	ADJ	N3.8+ K5.1 S7.3
hylde	NOUN	O2 G2.1/O2 F1 H5 A1.9 O4.4
racket	NOUN	A1.1.1 G2.1- X3.2+ O2 K5.1/O2
banderologi	NOUN	G2.1-
spændende	VERB	E6- A12- A1.1.1
vaskebjørn	NOUN	L2mfn
rad	NOUN	N3.1/Y1 O2
radar	NOUN	O3
radial	ADJ	O4.4
strålende	ADV	O4.2+ O4.3
stråling	NOUN	Y1
radiator	NOUN	O2
radikal	ADJ	N5+/A2.1 A11.1+
radikal	NOUN	G1.2/S2mf O1%
radikalisme	NOUN	G1.2 X5.2+ T3+
radikalt	ADV	A11.1+
radio	NOUN	Q4.3 Q1.3
radioaktiv	ADJ	Y1
radiograf	NOUN	B3/S2mf
radiografi	NOUN	B3
radiolog	NOUN	B3/S2mf
radiologi	NOUN	B3
stråleterapi	NOUN	B3
radius	NOUN	N3.3 N3.7 N2
rafia	NOUN	O1.1
lotterier	NOUN	K1/I1.1
flåde	VERB	M4
rafting	NOUN	K5.1
klud	NOUN	O2 Q4.2 E4.1+
rive	VERB	E4.1+ A1.1.2 M2 E3- G2.2- A1.1.1
kludemarked	NOUN	I2.1/B5
tekstilbranche	NOUN	I2.1/B5
ras	NOUN	E3-
raserier	NOUN	E3- O4.2+
raserer	VERB	E3-
raseret	VERB	E4.1+
ragget	ADJ	O4.2- E3-
ragning	NOUN	E4.1+
ragende	VERB	E4.1+
rasende	ADJ	N5+
raid	NOUN	G3 G2.1 G2.1-/S2mf G3/S2mf
raid	VERB	G3 G2.1 A9+
jernbane	NOUN	O2 M3 M3c
jernbane	VERB	Q2.2 S7.1+
jernbanelagt	VERB	Q2.2
rækværk	VERB	Q2.2
rækværker	NOUN	O2
jernbaner	VERB	S6+
jernbaner	NOUN	M3
skinner	NOUN	O2 M3 B2- O4.2 L2mf
skinner	VERB	Q2.2
regn	NOUN	W4
regnbue	NOUN	W2/W4 O4.3
regnkappe	NOUN	B5
regnkapper	NOUN	B5
nedbør	NOUN	W4
regnskov	NOUN	W3/L3
regnstorm	NOUN	W4
regnudstyr	NOUN	B5
regnvejr	ADJ	W4
hævende	NOUN	F4/S2mf A9+/S2mf
